chunk_id,source_document,chunk_index,text,word_count
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_120,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,120,"Priority Area 6: Enhanced disability inclusion in humanitarian and disaster risk response The action aims at improving inclusive actions and visibility of persons with disabilities in humanitarian and disaster situations. This will be addressed through the following Specific action areas: Strategies and Actions Promote mainstreaming of disability in humanitarian and disaster risk preparedness and management at all levels; Build capacity of humanitarian and disaster risk management institutions to appreciate and promote inclusion of Persons with Disabilities and; Advocate for inclusion of impacted populations with disabilities 14 in government programmes. Priority Area 7: Enhanced access to health services The priority area will ensure that there is Universal Health Coverage (UHC) with a focus on Community Based Rehabilitation, Habilitation and other Rehabilitative Services.",121
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_121,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,121,"Priority Area 7: Enhanced access to health services The priority area will ensure that there is Universal Health Coverage (UHC) with a focus on Community Based Rehabilitation, Habilitation and other Rehabilitative Services. This will be addressed through the following Specific acti on areas: 14 Wherever Refugees with Disabilities are mention, it is implied that the policy target is 70 refugees and 30 host communities 21 Strategies and Actions Promote disability sensitive preventive and curative health services; Promote habilitation and rehabilitation services for persons with disabilities Enhance access to reasonable accommodation through access to assistive technology and services. Scale up provision of sexual and reproductive health services to Persons with Disabilities; Priority Area 8: enhanced access to education services The priority area will focus on a quality, equitable, sustainable and inclusive education, training and lifelong learning for all persons with disabilities in Uganda.",142
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_122,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,122,"Scale up provision of sexual and reproductive health services to Persons with Disabilities; Priority Area 8: enhanced access to education services The priority area will focus on a quality, equitable, sustainable and inclusive education, training and lifelong learning for all persons with disabilities in Uganda. This will be addressed through the following Specific action areas: Promote access and participation to successful quality and equitable education for learners with disabilities; Enhance access to scholarships for students with disabilities at all levels Provide meaningful inclusion and reasonable accommodation in education services Enhance access to assistive technology and services to teachers, schools and learners with disabilities. 22 7 POLICY IMPLEMENTATION FRAMEWORK AND STRATEGIES FOR PARTNERSHIP FOR COMPLIANCE The implementation of the policy will be underpinned by a multi-sectoral approach.",126
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_123,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,123,"22 7 POLICY IMPLEMENTATION FRAMEWORK AND STRATEGIES FOR PARTNERSHIP FOR COMPLIANCE The implementation of the policy will be underpinned by a multi-sectoral approach. Taking such an integrated approach will ensure that issues of persons with disabilities are integrated in and across government sectors, ministries, departments and agencies at all levels. The policy will be implemented in the context of decentralization. Furthermore, the policy is aligned to Ugandas commitment to the SDGs, and the NDP To operationalize the policy, National Action Plan on Disability (NAPD) will be developed, identifying specific actions, responsibilities and timeframes for action. The first implementation plan covers the period 2020 - 1 Coordination and Leadership Framework The MGLSD shall take lead in implementation and coordination of the entire policy including communicating and disseminating the policy to ensure that the rights and obligations of persons with disabilities and duty bearers are fully understood, implemented/ protected and realized.",149
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_124,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,124,"The first implementation plan covers the period 2020 - 1 Coordination and Leadership Framework The MGLSD shall take lead in implementation and coordination of the entire policy including communicating and disseminating the policy to ensure that the rights and obligations of persons with disabilities and duty bearers are fully understood, implemented/ protected and realized. The ministry will ensure that the interests and rights of persons with disabilities are accorded the highest priority in areas of policy, planning, resource allocation, governance, monitoring and evaluation at all levels. In addition, simplified version of the policy shall also be developed. Resources shall also be committed towards translating the policy in several languages. 2 Institutional Framework The policy implementation mechanism will take into account the required process of designing, implementing and measuring the policy outcomes. The implementation mechanism will include the following. 1 Multi-Sectoral collaboration.",141
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_125,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,125,"1 Multi-Sectoral collaboration. Disability issues are crosscutting thus every stakeholder will have a role to play. The welfare and rights of Persons with Disabilities are a responsibility of all stakeholders. Building strong partnerships and linkages with: families of Persons with Disabilities, development partners, civil society, and communities, religious and traditional leaders to address the drivers and consequences of discrimination and vulnerability and reduce the impact thereof at all levels will be a guiding principle. The State shall facilitate the active involvement and participation of stakeholders in securing and ensuring fulfilment of the rights of Persons with Disabilities Overcoming barriers to participation require concerted efforts to include all Persons with Disabilities in Development. All duty bearers (parents, government Ministries, Departments, Agencies, institutions, child-righ ts actors and other non-state actors) to actively consult with Persons with Disabilities and their caretakers in planning, implementation, Monitoring and Evaluation of interventions.",146
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_126,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,126,"All duty bearers (parents, government Ministries, Departments, Agencies, institutions, child-righ ts actors and other non-state actors) to actively consult with Persons with Disabilities and their caretakers in planning, implementation, Monitoring and Evaluation of interventions. The policy will therefore continue promoting the slogan of Nothing about us, without us. 2 The Policy Implementation Plan and Key Stakeholders The implementation of the policy will be underpinned by a multi-sectoral approach. Taking such an integrated approach will ensure that issues of Persons with Disabilities are integrated in and across government sectors, 23 ministries, departments and agencies at all levels. The policy will be implemented in the context of decentralization. Furthermore, the policy is aligned to Ugandas commitment to the SDGs, and the NDP To operationalize the policy, National Action Plan on Disability (NAPD) has been developed, identifying specific actions, responsibilities and timeframes for action.",141
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_127,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,127,"Furthermore, the policy is aligned to Ugandas commitment to the SDGs, and the NDP To operationalize the policy, National Action Plan on Disability (NAPD) has been developed, identifying specific actions, responsibilities and timeframes for action. The first implementation plan covers the period 2020 - Disability response requires an arra y of sectoral actors and stakeholders. Therefore, the effective implementation of the policy requires effective, efficient and well-coordinated institutional mechanisms that run from national to lower local government level with active engagement of all stakeholders including line Ministries. 3 The MGLSD shall take lead in implementation and coordination of the policy. This will include: communicating and disseminating the policy to ensure that the rights and obligations of Persons with Disabilities and duty bearers are fully understood, implemente d and realized.",129
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_128,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,128,"This will include: communicating and disseminating the policy to ensure that the rights and obligations of Persons with Disabilities and duty bearers are fully understood, implemente d and realized. The ministry will ensure that the interests and rights of Persons with Disabilities are accorded the highest priority in areas of policy, planning, resource allocation, governance, monitoring and evaluation at all levels. In addition, simplified version of the policy shall also be developed. Resources shall also be committed towards translating the policy. 3 Policy targets Primary targets: these are Persons with Disabilitie s who face the worst forms of discrimination and the effects thereof regardless of their cradle, gender and impairments.",110
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_129,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,129,"3 Policy targets Primary targets: these are Persons with Disabilitie s who face the worst forms of discrimination and the effects thereof regardless of their cradle, gender and impairments. Emphasis will be laid on persons with disabilities who are isolated, face specific vulnerabilities due to their impairments; Persons with intellectual impairments; Persons with disabilities living with HIV/AIDs, Persons with disabilities Orphaned by HIV/AIDs and other conditions; Persons with disabilities in Child- headed households and those looked after by older persons; Persons with disabilities living under forced migration and settlement conditions  including refugees and asylum seekers; Persons affected with nodding disease; Persons with disabilities living in slum areas, disaster prone areas, war and post- war zones, hard-to- reach and remote places of the country and; girl s with disabilitie s Secondary targets: these are stakeholders who are major decision makers in regard to the welfare of Persons with disabilities.",148
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_130,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,130,"Emphasis will be laid on persons with disabilities who are isolated, face specific vulnerabilities due to their impairments; Persons with intellectual impairments; Persons with disabilities living with HIV/AIDs, Persons with disabilities Orphaned by HIV/AIDs and other conditions; Persons with disabilities in Child- headed households and those looked after by older persons; Persons with disabilities living under forced migration and settlement conditions  including refugees and asylum seekers; Persons affected with nodding disease; Persons with disabilities living in slum areas, disaster prone areas, war and post- war zones, hard-to- reach and remote places of the country and; girl s with disabilitie s Secondary targets: these are stakeholders who are major decision makers in regard to the welfare of Persons with disabilities. They include: service providers, policy makers, CSOs, FBOs, parents, clan elders and members, influential community members like community civic leaders, school teachers and officials, health workers, religious, traditional and cultural leaders, and peers.",152
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_131,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,131,"They include: service providers, policy makers, CSOs, FBOs, parents, clan elders and members, influential community members like community civic leaders, school teachers and officials, health workers, religious, traditional and cultural leaders, and peers. MGLSD will collaboratively work with other stakeholders inc luding local government s, technical teams and committees, development partners and the private sector actors in effective delivery of the Policy. 4 Information, Education, Communication and Dissemination Strategies 1 Communication and Dissemination Strategy The MGLSD shall take lead in communicating and disseminating the policy in an accessible way.",89
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_132,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,132,"4 Information, Education, Communication and Dissemination Strategies 1 Communication and Dissemination Strategy The MGLSD shall take lead in communicating and disseminating the policy in an accessible way. The policy and action plan will be printed and versions that are in large print, braille soft copy and sign language (videos) will be produced and disseminated; 24 The policy dissemination will be during a national conference as well as other for a where persons with disabilities and their leaders gather, a newspaper supplement on the policy priorities will be developed and, the policy will be disseminated through other engagements with persons with disabilities and their leaders. An advocacy and communication strategy shall be developed to guide the communication and dissemination efforts. In addition, simplified version of the policy shall also be developed. 2 Feedback Mechanism There will be regular feedback on the implementation of the policy among the stakeholders.",147
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_133,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,133,"2 Feedback Mechanism There will be regular feedback on the implementation of the policy among the stakeholders. The beneficiaries that is the Persons with Disabilities through their umbrella organisations will give regular updates on the status of achieving or not achieving the interventions therein the policy document. 5 Implementation Stages and Drivers Implementation of the policy will commence immediately after approval by Cabinet. All stakeholders will be involved in the implementation of the Policy. The roles and responsibilities of stakeholders, the timelines of delivery, funding, and indicators will be detailed in the policy implementation plan. 6 Funding Mechanism Financing the policy will require a concerted effort from the Government of Uganda (GoU), Development Partners and non- state actors including the private sector, civil society and local communities.",127
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_134,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,134,"6 Funding Mechanism Financing the policy will require a concerted effort from the Government of Uganda (GoU), Development Partners and non- state actors including the private sector, civil society and local communities. The primary funding mechanisms shall be: (GOU funding from both domestic revenues and, (ii ) development support through the budget and/or off-budget support Government recognizes that there are different potential sources for financing rights, goods and services for persons with disabilities. These include revenues from the Government, grants from Development Partners, private sector investment, CSO financing, community support, household savings, individual and employer contributions. Disability is considered a cross cutting issue in the current programming and therefore, the implementation of the NAPD will be multi-sectoral. Financing the priority intervention areas of the NAPD transcends the realms of one single sector. Therefore, its implementation will be funded within the respective PIAP and budget ceilings.",145
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_135,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,135,"Therefore, its implementation will be funded within the respective PIAP and budget ceilings. The total financial resources required to implement this policy will be Two trillion, nine hundred, ninety -four billion and seventy-five million shillings only (2,994,075,000,000/ -) over a period of 10 years. The financing of the NAPD will be undertaken by Government , other individuals and non-state actors (development partners) . The costs of implementing this Policy are reflected in the National Implementation Programme Plan of Action. The Plan gives detail of cost of the interventions and proposed financing arrangements for implementation of the commitments in the Policy. The private sector, being significant source of paid employment, shall play a 25 critical role in financing disability inclusion. In addition, the private sector will provide resources for disability inclusion through corporate social responsibility. Government shall encourage individuals to contribute towards disability inclusion.",143
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_136,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,136,"Government shall encourage individuals to contribute towards disability inclusion. In particular, Government shall educate the public about opportunities and benefits for personal contribution towards disability inclusion. In addition, Government shall promote traditional and informal empowerment and inclusion initiatives to ensure that families and communities provide support for persons with disabilities. 7 Legal Implications The Government of Uganda has put in place a number of legal and policy frameworks to promote, protect and uphold the rights of Persons with Disabilities. These have been part of the bigger political agenda of the National Resistance Movement (NRM) from 1986, casted in the Constitution of the Republic of Uganda 1995, passed in the Persons with Disabilities Act 2020 and ratified disability -leaning conventions and protocols among others. Despite the legal and policy provisions in place, Persons with Disabilities still miss out on so many services.",141
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_137,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,137,"Despite the legal and policy provisions in place, Persons with Disabilities still miss out on so many services. This is often a result of the high costs of getting the services, the long distances to the service points, the stigma and discrimination attached to disability and the negative attitude of the service users and providers. Disability is considered a cross cutting issue in the current programming and therefore, the implementation of the NAPD will be multi-sectoral. 26 ROLES AND RESPONSIBILITIES OF STAKEHOLDERS 1 Key stakeholders and actors Disability response requires an array of sectoral actors and stakeholders.",97
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_138,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,138,"26 ROLES AND RESPONSIBILITIES OF STAKEHOLDERS 1 Key stakeholders and actors Disability response requires an array of sectoral actors and stakeholders. Therefore, the effective implementation of the policy requires effective, efficient and well-coordinated institutional mechanisms that run from national to lower local government level with active engagement of all stakeholders including line ministries  Ministry of Edcuation and Sports (MoES), Ministry of Health (MoH), Ministry of Internal Affairs (MIA), Ministry of Public Service (MPS), Ministry of ICT and national Guidance (MICT), Ministry of Local Government (MLG) with MGLSD taking the lead role. The policy targets to work with Persons with disabilities themselves (irrespective of impairment, age and gender), their parents/ caretakers and communities to change attitudes and for sustainability of interventions as the first line of response.",126
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_139,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,139,"The policy targets to work with Persons with disabilities themselves (irrespective of impairment, age and gender), their parents/ caretakers and communities to change attitudes and for sustainability of interventions as the first line of response. MGLSD will collaboratively work with other stakeholders including local and lower local government officials, technical teams and committees, development partners and the private sector actors in effective delivery of the Policy. The different roles and responsibilities of the stakeholders engaged in the implementation of the policy are shown in the table below. Table 1: Policy stakeholders and their roles and responsibilities Key Stakeholder and Actors Roles and Responsibilities Ministry of Gender, Labour and Social Development (MGLSD) This is the main coordinating agency responsible for Disability and inclusion. It will provide overall leadership, technical support, coordination, Monitoring and Evaluation.",133
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_140,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,140,"It will provide overall leadership, technical support, coordination, Monitoring and Evaluation. MGLSD will specifically:  Circulate global and national laws, policies, guidelines and regulations relating to disability to all government ministries, departments, agencies, non-state actors and all governance structures;  Constitute and host a CBR/ Disability Technical working group  That will be convening at least quarterly to support and track progress on the implementation of the policy;  Capacity building and motivation of technical staff including CDOs to implement the policy;  Support the organisation of annual Disability symposia and document all lessons and good practices for replications;  Establish and operationalize the DMIS in accordance with the existent structures and system and;  Maintain a national Mapping tracker of all Persons with disabilities and Disability -related interventions undertaken in Uganda  By District.",127
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_141,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,141,"MGLSD will specifically:  Circulate global and national laws, policies, guidelines and regulations relating to disability to all government ministries, departments, agencies, non-state actors and all governance structures;  Constitute and host a CBR/ Disability Technical working group  That will be convening at least quarterly to support and track progress on the implementation of the policy;  Capacity building and motivation of technical staff including CDOs to implement the policy;  Support the organisation of annual Disability symposia and document all lessons and good practices for replications;  Establish and operationalize the DMIS in accordance with the existent structures and system and;  Maintain a national Mapping tracker of all Persons with disabilities and Disability -related interventions undertaken in Uganda  By District. 27 Ministry of Education and Sports (MoE To promote the education and technology related areas of the policy especially:  Ensure that persons with disabilities access and utilize education and training programmes by delivering the curriculum in the most appropriate way to persons with disabilitie s;  Advocate for a review and passing of the NIEP;  Draft, design, pre- test and circulate in-school guidelines on implementation of Inclusive Education in all schools;  Document education-related practices that support education and learning of Persons with disabilities ;  Ensure adequate educational assessment and Individual Support programming (ISP) for Persons with disabilities;  Ensuring standardized physical access in all education institutions;  Provide teaching and learning materials or support local development of teaching and learning materials for Persons with disabilities ;  Adequate staffing and remuneration SNE trained teachers and;  Capacity development of teachers in SNIE through the existent TDMS programmes.",258
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_142,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,142,"27 Ministry of Education and Sports (MoE To promote the education and technology related areas of the policy especially:  Ensure that persons with disabilities access and utilize education and training programmes by delivering the curriculum in the most appropriate way to persons with disabilitie s;  Advocate for a review and passing of the NIEP;  Draft, design, pre- test and circulate in-school guidelines on implementation of Inclusive Education in all schools;  Document education-related practices that support education and learning of Persons with disabilities ;  Ensure adequate educational assessment and Individual Support programming (ISP) for Persons with disabilities;  Ensuring standardized physical access in all education institutions;  Provide teaching and learning materials or support local development of teaching and learning materials for Persons with disabilities ;  Adequate staffing and remuneration SNE trained teachers and;  Capacity development of teachers in SNIE through the existent TDMS programmes. Ministry of Health (MoH) The Ministry of Health has a Division responsible for Disability and Rehabilitation.",158
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_143,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,143,"Ministry of Health (MoH) The Ministry of Health has a Division responsible for Disability and Rehabilitation. The Ministry will primarily be responsible for the health aspects of disability such as: identification and detection, assessment, prevention and management, health education and, provision of Assistive Devices and essential drugs/ regimens. The Ministry will also be responsible for:  Training, recruitment, skilling and deployment of disability - leaning specialists in the entire country;  Procure and/or produce and distribute assistive technologies and devices;  Develop a national Priority Assistive Product List (APL) and include it in the essential equipment list;  Train relevant personnel and institutions in designing, identifying users, fitting, distribution and maintenance of assistive technologies; 28  Strengthen use of assistive technologies and devices in institutions of learning and;  Commission health and disability-leaning studies including on emerging and disabling conditions and assistive technologies among others.",139
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_144,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,144,"The Ministry will also be responsible for:  Training, recruitment, skilling and deployment of disability - leaning specialists in the entire country;  Procure and/or produce and distribute assistive technologies and devices;  Develop a national Priority Assistive Product List (APL) and include it in the essential equipment list;  Train relevant personnel and institutions in designing, identifying users, fitting, distribution and maintenance of assistive technologies; 28  Strengthen use of assistive technologies and devices in institutions of learning and;  Commission health and disability-leaning studies including on emerging and disabling conditions and assistive technologies among others. Ministry of Finance, Planning and Economic Development (MFPED) Ensure that Persons with disabilities  issues receive adequate resources in the national budget  especially the key sectors of education, health and social development.",122
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_145,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,145,"Ministry of Finance, Planning and Economic Development (MFPED) Ensure that Persons with disabilities  issues receive adequate resources in the national budget  especially the key sectors of education, health and social development. The MFPED will specifically:  Ensure that there are disability quotas in all sector plans and budgets;  Generate sector-based disability disaggregated data;  Conduct budget analysis for disability responsiveness;  Build capacity of sectors for disability inclusive planning and budgeting;  Disseminate the National Disability Inclusive Planning Guidelines for Uganda;  Revise the schools capitation grant formula to factor in Inclusive education in funds allocated to mainstream schools;  Finance the construction of at least 2 secondary schools per region of Uganda and;  Support training of SNE teachers (for both primary and secondary schools) and Rehabilitation staff in accordance with the National Development Plan III and;  Working with the National Planning Authority, provide funding to implement CBR/ Social rehabilitation in accordance with the NDP II Ministry of Local Government (MoLG), Decentralised Local and lower local Government Administration The delivery of policies and action plans will take place in local governments with the CDO (charged or responsible for Disability and elderly affairs) as the focal person and, the Councils for Persons with Disabilities playing an oversight role.",201
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_146,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,146,"The MFPED will specifically:  Ensure that there are disability quotas in all sector plans and budgets;  Generate sector-based disability disaggregated data;  Conduct budget analysis for disability responsiveness;  Build capacity of sectors for disability inclusive planning and budgeting;  Disseminate the National Disability Inclusive Planning Guidelines for Uganda;  Revise the schools capitation grant formula to factor in Inclusive education in funds allocated to mainstream schools;  Finance the construction of at least 2 secondary schools per region of Uganda and;  Support training of SNE teachers (for both primary and secondary schools) and Rehabilitation staff in accordance with the National Development Plan III and;  Working with the National Planning Authority, provide funding to implement CBR/ Social rehabilitation in accordance with the NDP II Ministry of Local Government (MoLG), Decentralised Local and lower local Government Administration The delivery of policies and action plans will take place in local governments with the CDO (charged or responsible for Disability and elderly affairs) as the focal person and, the Councils for Persons with Disabilities playing an oversight role. Local government will offer the primary structures for the implementation of the strategy.",183
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_147,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,147,"Local government will offer the primary structures for the implementation of the strategy. Ministry of Information Communication The Ministry will be responsible for designing and enforcing communication in alternative formats; develop disability ICT and communication strategy and ensure its implementation 29 and Technology (MICT) and lead in ICT innovations for inclusion of Persons with disabilities among others. Development partners for example: UNICEF, WHO, FCDO/UKAID , EU, AUSAID, USAID These will largely provide financial, material and technical resources for the implementation of the POLICY . In addition, the development partners will play a key monitoring role. Civil Society Organisations and Organisations of Persons with Disabilities (OPDs) These shall be operational partners to implement strategy.",113
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_148,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,148,"Civil Society Organisations and Organisations of Persons with Disabilities (OPDs) These shall be operational partners to implement strategy. They will also support government on policy related issues, research on disability and suggesting workable actions for government and her partners The OPDs will mainly support the implementation and advocacy components of the policy Government agencies (UNEB, DES, UCC, UHRC, NCC, NCPD , EOC) Implement specific actions, Monitoring, Evaluation and oversight in accordance with their establishing law(Training and research Institutions such as, Kyambogo University, COMBRA and CORSU Enhance performance of stakeholders and actors in the fields relating to rehabilitation. The institutions will also undertake research on emergent issues in disability and try out the workable solutions therein. Community members, Religious and cultural leaders (including elders) The community consists of key gatekeepers of social norms and practices.",134
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_149,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,149,"Community members, Religious and cultural leaders (including elders) The community consists of key gatekeepers of social norms and practices. They will be the major implementers, advocates and monitors of the progress in respect of changing of norms and practices towards disability discrimination. Ministry of Internal Affairs/ Uganda Police, Ministry of Justice and Constitutional Affairs The role of these ministries is to work in partnership with MGLSD to implement PIAP specific interventions; Office of the Prime Minister will provide overall oversight and coordination of sectors and programmes. These will take lead in ensuring protection of the rights of Persons with disabilities . Private sector - led Institutions These will lead in making services accessible to Persons with disabilities .",118
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_150,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,150,"Private sector - led Institutions These will lead in making services accessible to Persons with disabilities . Specially, the Private sector led institutions will: Subsidise services for Persons with disabilities ;  Enter into Public-Private Partnership (PPP) with government on the provision of scarce equipment and resources;  Have a disability responsive focal person for inclusive service delivery;  Give back for the welfare of Persons with disabilities as part of their Corporate Social Responsibility and ; 30  Provides incentives for Persons with disabilities to participate in their programmes Persons with Disabilitie s These are directly responsible for all actions geared towards their welfare.",101
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_151,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,151,"Specially, the Private sector led institutions will: Subsidise services for Persons with disabilities ;  Enter into Public-Private Partnership (PPP) with government on the provision of scarce equipment and resources;  Have a disability responsive focal person for inclusive service delivery;  Give back for the welfare of Persons with disabilities as part of their Corporate Social Responsibility and ; 30  Provides incentives for Persons with disabilities to participate in their programmes Persons with Disabilitie s These are directly responsible for all actions geared towards their welfare. Persons with disabilities will be consulted and make decisions on all actions to be undertaken (regardless of impairment and gender) Parents of Persons with disabilities The parents will provide all the necessit ies of life but above all ensure that their Persons are no discriminated against and they continue participating in all programmes.",137
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_152,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,152,"Persons with disabilities will be consulted and make decisions on all actions to be undertaken (regardless of impairment and gender) Parents of Persons with disabilities The parents will provide all the necessit ies of life but above all ensure that their Persons are no discriminated against and they continue participating in all programmes. Parents will be encouraged to belong to Parents Support Groups (PSGs) for continued and sustained learning. In addition, the y will provide: The Home-based Therapies, the physiological needs of the Persons with disabilities and; ensure that Persons with disabilities access all services and support due a child. Persons without Disabilities Persons without disabilities will prov ide direct support to Persons with disabilities both in the community and at school.",122
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_153,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,153,"Persons without Disabilities Persons without disabilities will prov ide direct support to Persons with disabilities both in the community and at school. They will be Child to child champions, provide both physiological and psychological support but above all be a champion of behavioural change in as far as disability is concerned. Councils for Persons with Disabilities The councils will monitor and report on inclusion and take on other components of the policy as prescribed in the Persons with Disabilities Act Uganda Bureau of Statistics (UBOS) Provide annual statistical analysis with Disability, make disability -related projections and provide statistical data required for planning and implementation.",104
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_154,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,154,"Councils for Persons with Disabilities The councils will monitor and report on inclusion and take on other components of the policy as prescribed in the Persons with Disabilities Act Uganda Bureau of Statistics (UBOS) Provide annual statistical analysis with Disability, make disability -related projections and provide statistical data required for planning and implementation. Other actors will include:  Ministry of Public Service and the constituent service commissions/ appointing authorities  ensure that there are disability quotas in national employment, adequate work-mans and disability compensation and supporting reasonable accommodation in recruitment, employment and deployment among others;  Parliament and other pollical councils  appropriation of resources and legislation for inclusion and; follow up on cases of abuse (for persons with disabilities and resources);  Ministry of Works and Transport and the Constituent Building Control Board  ensure accessibility to public works and enforcement of accessibility standards; 31  Ministry of Foreign Affairs  support ratifications, domestication of ratified protocols and conventions and, monitor implementation of ratified protocols and conventions among others and;  Uganda Revenue Authority  Design and implement all services that are of equity to persons with disabilities including tax holidays, exceptions on goods and services and, invocation and revocation on disability performance issues among others.",197
