chunk_id,source_document,chunk_index,text,word_count
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_28,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,28,"Vulnerability The state of powerlessness to withstand individual, household and community shocks. (Derived from the National Equal Opportunities Policy 2006) Vulnerable persons with disabilities Categories of persons with disabilities who are predisposed to deprivation, extreme poverty and social exclusion by virtue of age, gender, disability category, severity of disability, ethnicity, living conditions and geographical location or other social attributes. (Adapted from the National Social Pro tection Policy 2015) x EXECUTIVE SUMMARY The Ministry of Gender labour and Social Development is mandated under Chapter 4 Articles 31  40 and Chapter 16 Article 246 of the Constitution of the Republic of Uganda to protect and promote the rights of vulne rable population, to address gender inequalities, to ensure cultural growth, labour and employment as well as community mobilization and empowerment. The Ministry of Gender, Labour and Social Development (MGLSD) contributes to inclusive growth, increase in employment and productivity.",146
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_29,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,29,"The Ministry of Gender, Labour and Social Development (MGLSD) contributes to inclusive growth, increase in employment and productivity. This is achieved through supporting the special interest groups, vulnerable persons and the citizens, to participate in the development programmes, tackling gender inequality and creating opportunities for increased employment and decent work. The Persons with Disabilities Act 2020 defines disability as a permanent substantial functional limitation of daily life activities caused by physical, mental, sensory, impairment, and environment barriers resulting in limited participation. Over the years, Uganda has been hailed for having a vibrant and responsive disability policy framework. This stems from her earlier legislative c onsideration and inclusion of persons with disabilities in her constitution , ratifying conventions, protocols and guidelines on the rights of Persons with Disabilities. There has been tremendous improvement in the laws, policies and programming for Persons with Disabilities.",142
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_30,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,30,"There has been tremendous improvement in the laws, policies and programming for Persons with Disabilities. The Government of Uganda is committed to addressing the plights of Persons with Disabilities especially those caused by vulnerability and exclusion. In addressing the situation, Government will be on track in achieving the Sustai nable Development Goals (SDGs) by 2030 with their slogan of Leaving no one behind while fulfilling the requirements of the UN Convention on the Rights of Persons with Disabilities (CRPD), her constitutional commitment and obligations to her citizens inc luding persons with disabilities and, rightly national development The Revised National Policy of Persons with disabilities in Uganda, 2023 has been reviewed following an earlier National Policy on Disability in Uganda It seeks to reinforce the olde r version while taking into account the new issues on disability in the development arena.",140
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_31,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,31,"In addressing the situation, Government will be on track in achieving the Sustai nable Development Goals (SDGs) by 2030 with their slogan of Leaving no one behind while fulfilling the requirements of the UN Convention on the Rights of Persons with Disabilities (CRPD), her constitutional commitment and obligations to her citizens inc luding persons with disabilities and, rightly national development The Revised National Policy of Persons with disabilities in Uganda, 2023 has been reviewed following an earlier National Policy on Disability in Uganda It seeks to reinforce the olde r version while taking into account the new issues on disability in the development arena. The policy addresses two major challenges faced by Persons with Disabilities of vulnerability and exclusion.",119
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_32,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,32,"The policy addresses two major challenges faced by Persons with Disabilities of vulnerability and exclusion. Persons with Disabilities face a number of issues rang ing from disability and poverty; food insecurity and nutrition; Negative Social norms and high society expectations; Abuse and violence; Exclusion of persons with disabilities; in accessibility to goods and services such as Education, Employment, Mental health, discrimination of Women with Disabilities and limited Budgeting for disability inclusion and limited capacity of participation/Status of Organizations of Persons with Disabilities (OPDs in development programmes. The issues of concern above are due to limited inclusion of people who have a substantial functional limitation and do with a lot of difficulty or cannot do at all daily life activities as a result of an impairment.",125
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_33,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,33,"The issues of concern above are due to limited inclusion of people who have a substantial functional limitation and do with a lot of difficulty or cannot do at all daily life activities as a result of an impairment. These issue are caused by: limited access to livelihoods programmes due to Limited coverage and scope of social protection, Inadequate access to xi social care services, Low existence of care services for persons with disabilities such as mental health services, palliative and geriatric care, Limited of community -based response mechanisms, Limited access to financial services, Low levels of income and Low levels of income of the caretakers The policy development process was consultative getting support from the Technical Working Groups at national level, held workshops at re gional and national level.",130
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_34,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,34,"These issue are caused by: limited access to livelihoods programmes due to Limited coverage and scope of social protection, Inadequate access to xi social care services, Low existence of care services for persons with disabilities such as mental health services, palliative and geriatric care, Limited of community -based response mechanisms, Limited access to financial services, Low levels of income and Low levels of income of the caretakers The policy development process was consultative getting support from the Technical Working Groups at national level, held workshops at re gional and national level. Additionally, Key Informant Interviews were held with subject specialists across broad spectrum all generating diverse perspectives that have been included in the final policy and action plan.",118
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_35,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,35,"Additionally, Key Informant Interviews were held with subject specialists across broad spectrum all generating diverse perspectives that have been included in the final policy and action plan. The National Policy of Persons with disabilities in Uganda, 2023 Vision , Mission and Goal are : Vision: A society that is fully inclusive and provides equal opportunities for Persons with Disabilities in all spheres of development; Mission : To provide an enabling environment for the effective empowerment and participation of Persons with disabilities in development; and Goal: To foster resilience and inclusion of Persons with disabilities in development.",96
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_36,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,36,"The National Policy of Persons with disabilities in Uganda, 2023 Vision , Mission and Goal are : Vision: A society that is fully inclusive and provides equal opportunities for Persons with Disabilities in all spheres of development; Mission : To provide an enabling environment for the effective empowerment and participation of Persons with disabilities in development; and Goal: To foster resilience and inclusion of Persons with disabilities in development. The Policy Objectives are: To enhance ac cess to livelihoods programmes To Enhance utilization of goods, services and facilities To enhance technical capacities to enforce the relevant frameworks To realize adequate protection of victims of abuse and neglect The Policy Outcomes are: The policy is focusing on contributing to the following outcomes:  Reduced mortality of persons due to disability  Reduced burden of care by persons with disabilities  Increased life expectancy of persons with disabilities  Increased productivity of persons with disabilit ies  High contribution to economic development by persons with disabilities  High capital accumulation among persons with disabilities  High investments among persons with disabilities  Increased opportunities among persons with disabilities  High standard of living among persons with disabilities  Reduced imbalance (between men and women, boys and girls with Disabilities and vulnerability in terms of access, control, ownership, benefit, rights, responsibilities and participation.",210
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_37,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,37,"The Policy Objectives are: To enhance ac cess to livelihoods programmes To Enhance utilization of goods, services and facilities To enhance technical capacities to enforce the relevant frameworks To realize adequate protection of victims of abuse and neglect The Policy Outcomes are: The policy is focusing on contributing to the following outcomes:  Reduced mortality of persons due to disability  Reduced burden of care by persons with disabilities  Increased life expectancy of persons with disabilities  Increased productivity of persons with disabilit ies  High contribution to economic development by persons with disabilities  High capital accumulation among persons with disabilities  High investments among persons with disabilities  Increased opportunities among persons with disabilities  High standard of living among persons with disabilities  Reduced imbalance (between men and women, boys and girls with Disabilities and vulnerability in terms of access, control, ownership, benefit, rights, responsibilities and participation. Related to the Linkages to existing legislations, policies, protocols, regulations, strategies, and cross cutting issue s the policy draws its context from the existing international, regional and national instruments and frameworks that support the realization of the rights and welfare of persons with disabilities xii The following are key policy priority areas and actions : Economic Empowerment; Protection of persons with disabilities against abuse, neglect, and exploitation; Access to goods, services an d facilities; Capacity building for disability inclusion; Enhanced participation of persons with disabilities in decision making and Enhanced disability inclusion in humanitarian and disaster risk response.",239
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_38,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,38,"Related to the Linkages to existing legislations, policies, protocols, regulations, strategies, and cross cutting issue s the policy draws its context from the existing international, regional and national instruments and frameworks that support the realization of the rights and welfare of persons with disabilities xii The following are key policy priority areas and actions : Economic Empowerment; Protection of persons with disabilities against abuse, neglect, and exploitation; Access to goods, services an d facilities; Capacity building for disability inclusion; Enhanced participation of persons with disabilities in decision making and Enhanced disability inclusion in humanitarian and disaster risk response. The policy has a clear implementation framework and strategies for partnership for compliance. The policy underpinned by a multi -sectoral approach. Taking such an integrated approach will ensure that issues of persons with disabilities are integrated in and across government sectors, ministries, departments and Agencies at all levels.",146
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_39,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,39,"Taking such an integrated approach will ensure that issues of persons with disabilities are integrated in and across government sectors, ministries, departments and Agencies at all levels. The policy will be implemented in the context of decentralization. Furthermore, the policy is aligned to Ugandas commitment to the SDGs, and the NDP The policy has a defined Institutional Framework to guide its implementation , it has advocated for an Information, Education, Communication and Dissemination Strategy, Communication Feedback Mechanism, Implementation Stages and Drivers that encompass a funding mechanism both by the State, Non- State Actors, Development Partners and Donors, The Policy articulates the roles and responsibilit ies of stakeholders as Disability response requires an array of sectoral actors and stakeholders.",118
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_40,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,40,"Furthermore, the policy is aligned to Ugandas commitment to the SDGs, and the NDP The policy has a defined Institutional Framework to guide its implementation , it has advocated for an Information, Education, Communication and Dissemination Strategy, Communication Feedback Mechanism, Implementation Stages and Drivers that encompass a funding mechanism both by the State, Non- State Actors, Development Partners and Donors, The Policy articulates the roles and responsibilit ies of stakeholders as Disability response requires an array of sectoral actors and stakeholders. Therefore, the effective implementation of the policy requires effective, efficient and well -coordinated institutional mechanisms that run from national to lower local government level with active engagement of all stakeholders including line ministries  Ministry of Education and Sports (M OES), Ministry of Health (M OH), Ministry of Internal Affairs (MIA), Ministry of Public Service (MPS), Ministry of ICT and national Guidance (MICT), Ministry of Local Government (MLG) with MGLSD.",150
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_41,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,41,"Therefore, the effective implementation of the policy requires effective, efficient and well -coordinated institutional mechanisms that run from national to lower local government level with active engagement of all stakeholders including line ministries  Ministry of Education and Sports (M OES), Ministry of Health (M OH), Ministry of Internal Affairs (MIA), Ministry of Public Service (MPS), Ministry of ICT and national Guidance (MICT), Ministry of Local Government (MLG) with MGLSD. The policy will be monitored and evaluated regularly on an annual midterm and end of impact assessment. Monitoring of the implementation of the Policy shall be carried out on a regular basis using appropriate indicators. The Policy measures shall be evaluated at midterm (at 5 years) and after 10 years to establish impact, gaps, emerging issues and challenges.",127
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_42,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,42,"The Policy measures shall be evaluated at midterm (at 5 years) and after 10 years to establish impact, gaps, emerging issues and challenges. As a best practice Policy Audit through public Policy Review is critical to determine what has worked and what has not worked in serving the citizens for better impact. A Policy audit will be conducted to determine whether the planned interventions were achieved or not achieved as per the released funds. Policy Conclusion.",76
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_43,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,43,"Policy Conclusion. The Ministry of Gender, Labour and Social Development anticipates that the National Disability Policy will make significant progress towards the achievement of the National Development Plan objectives, and the NRM manifesto commitments 2021  2026, the Strategic Plan of MGLSD - 2020/21  2024/ 25 and the National Development Plan III - 2020/21  2024/The policy is addressing vulnerability associated to income insecurity, and therefore is in sync with the NDP III goal of increasing household income a nd improve the quality of xiii life of all Ugandans in line with the adopted a programmatic approach to planning, budgeting, and implementation and reporting. Section 4 of the Vision 2040 provides for care and protection for the vulnerable populations groups . In here the State recognizes the need to provide assistance to people who are vulnerable either by age, social class, location, disability, and gender, disaster or dont earn any income.",149
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_44,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,44,"In here the State recognizes the need to provide assistance to people who are vulnerable either by age, social class, location, disability, and gender, disaster or dont earn any income. The National Policy on Disability, 202 3, will go a long way to empower, build resilient and sustainable livelihoods for persons with disabilities. 1 1 INTRODUCTION The National Policy on Disability 2023 follows an earlier National Policy on Disability in Uganda The new policy reinforces the older version whilst taking into account the new issues in the development arena. The policy particularly targets to address two issues of vulnerability among persons with disabilities and exclusion. Uganda therefore, aims at promoting equal opportunities for enhanced empowerment, participation and protection of rights of Persons with disabilities irrespective of gender, age and disability category.",131
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_45,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,45,"Uganda therefore, aims at promoting equal opportunities for enhanced empowerment, participation and protection of rights of Persons with disabilities irrespective of gender, age and disability category. This is in recognition that Persons with disabilities can perform to their full potential given the same conditions and opportunities irrespective of their social, economic and cultural backgrounds. The Policy is to guide and inform the planning process, resource allocation, implementation, monitoring and evaluation of activities with respect to Persons with disabilities  concerns at all levels and by all actors. 2 BACKGROUND TO THE POLICY Over the years, Uganda has been hailed for having a vibrant and responsive disability policy framework. This stems from her earlier legislative consideration and inclusion of persons with disabilities in her constitution , ratifying disability-leaning conventions and protocols and, continually developing and updating her policies and guidelines pertaining to disability.",141
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_46,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,46,"This stems from her earlier legislative consideration and inclusion of persons with disabilities in her constitution , ratifying disability-leaning conventions and protocols and, continually developing and updating her policies and guidelines pertaining to disability. Research and stakeholders agree that there has been tremendous improvement in the laws, policies and programming for persons with disabilities. However, there is also consensus on the continuity of the dismal plights of persons with disabilities which situation is likely to not only negatively impact on their lives but the economy at large  should the status quo prevail. The Government of Uganda is committed to addressing the plights of persons with disabilities especially those caused by vulnerability and exclusion.",113
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_47,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,47,"The Government of Uganda is committed to addressing the plights of persons with disabilities especially those caused by vulnerability and exclusion. In addressing the situation, Government of Uganda (GoU) will be on track in achieving the Sustainable Development Goals (SDGs) by 2030 and her slogan of Leaving no one behind whilst fulfilling the requirements of the UN Convention on the Rights of Persons with Disabilities (CRPD), her constitutional commitment and obligations to her citizens including persons with disabilities and, rightly national development. Policy Development Process The National Policy on Disability (NPD) demonstrates the commitment by the Government of Uganda to ensure the well-being of all persons  including persons with disabilities.",110
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_48,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,48,"Policy Development Process The National Policy on Disability (NPD) demonstrates the commitment by the Government of Uganda to ensure the well-being of all persons  including persons with disabilities. The policy was informed by a comprehensive review of the National Policy on Disability in Uganda , National Child Policy (2020 ), National Social Protection Policy , National Equal Opportunities Policy 2006, National Youth Policy and Action Plan  and other policies, plans and strategies related to disability domiciled in different programmes of government such as the Universal Primary Education (UPE) Policy , Universal Secondary Education (USE) Policy , the Second National Health Policy , the draft National Inclusive Education Policy and, the Country Assistive Technology strategy among others.",116
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_49,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,49,"The policy was informed by a comprehensive review of the National Policy on Disability in Uganda , National Child Policy (2020 ), National Social Protection Policy , National Equal Opportunities Policy 2006, National Youth Policy and Action Plan  and other policies, plans and strategies related to disability domiciled in different programmes of government such as the Universal Primary Education (UPE) Policy , Universal Secondary Education (USE) Policy , the Second National Health Policy , the draft National Inclusive Education Policy and, the Country Assistive Technology strategy among others. 2 The policy heavily relied on recent studies relating to persons with disabilities including: the situational study on persons with disabilities in Uganda , the Uganda Functional Difficulties Survey (UFDS)  , the Uganda Demographic Health Surveys (UDHS) (2016 and 2011) and, the National Population and Housing Census (NPHC) of 2014 among others.",140
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_50,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,50,"2 The policy heavily relied on recent studies relating to persons with disabilities including: the situational study on persons with disabilities in Uganda , the Uganda Functional Difficulties Survey (UFDS)  , the Uganda Demographic Health Surveys (UDHS) (2016 and 2011) and, the National Population and Housing Census (NPHC) of 2014 among others. The policy was developed through a participatory process involving extensive consultations with a wide range of stakeholders at national, regional, district and community levels. Stakeholders including representatives of persons with disabilities were consulted through the four regional and one national consultative workshops, individual interviews, expert reviews and Focus Group Discussions. Discussions centred on the achievements of the current Disability and inclusion Policies, directions for a new National Policy on Disability and priorities for its implementation plan.",128
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_51,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,51,"Discussions centred on the achievements of the current Disability and inclusion Policies, directions for a new National Policy on Disability and priorities for its implementation plan. In addition, a Technical Working Group (TWG) was formed and several meetings were organized to inform the policy development process, including review of the policy and related deliverables (such as the National Action Plan on Disability (NAPD) and the Regulatory Impact Assessment (RIA) report). The TWG members were drawn from relevant Government Ministries, Departments and Agencies (MDAs), Development partners, academic and research institutions, and Civil Society Organizations among others. Majority of the members of the TWG were persons with disabilities with exp erience and expertise in disability inclusion. The policy addresses two major challenges faced by persons with disabilities of vulnerability and exclusion.",129
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_52,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,52,"The policy addresses two major challenges faced by persons with disabilities of vulnerability and exclusion. In accordance with international laws and national legislations, refugees with disabilities have been included in all aspects of the policy and provisions. 3 3 SITUATION OF PERSONS WITH DISABILITIES IN UGANDA 1 Definition of Disability The Persons with disabilities Act 2020 define disability as , A substantial functional limitation of a persons daily life activities caused by physical, mental or sensory impairment and environment barriers, resulting in limited participation in society on equal basis with others and includes an impairment specified in Schedule 3 of the Persons with Disabilities Act Schedule 3 of the Persons with Disabilities Act, 2020  Laws of Uganda 1 provide for disability categories/ impairments to include: Physical Disability caused by cerebral palsy, amputation of a limb, paralysis or deformity. Hearing disability including deafness and hard of hearing disability.",147
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_53,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,53,"Hearing disability including deafness and hard of hearing disability. Visual disability including blindness and low vision disability. Deaf and blind disability. Mental disability including psychiatric disability and learning disability. Little people. Albinism. Multiple Disability The policy derives the definition and description of person with disability from the definition of disability as provided in the Persons with Disabilities Act 2020 as well as the Washington Group Short Set of Questions (WGSSQs) on functioning. Therefore, a person with disability is one who has a substantial functional limitation and does with a lot of difficulty or cannot do at all daily life activities as a result of an impai rment. 2 Demography According to UBOS , overall, for the population aged 2 years and above the disability prevalence rate was 4  while the equivalent for 5 years and above was close to 14 percent (UBOS, 2016, page 22 2).",146
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_54,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,54,"2 Demography According to UBOS , overall, for the population aged 2 years and above the disability prevalence rate was 4  while the equivalent for 5 years and above was close to 14 percent (UBOS, 2016, page 22 2). Disability prevalence rate for persons aged 2 years and above 5 (UBOS, 2018, page 73) while the Disability prevalence by district count and difficulty count-off is 7  (n6,466,798) (UBOS, 2016, page 80-83). The national agreeable statistics is 4 per cent. Of these, 26 and 74  are males and females. The census estimates that the highest forms of disability are: difficulty seeing (5 of the population), difficulty remembering (4 ); difficulty walking (5 ); and difficulty hearing (1 ).",117
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_55,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,55,"The census estimates that the highest forms of disability are: difficulty seeing (5 of the population), difficulty remembering (4 ); difficulty walking (5 ); and difficulty hearing (1 ). Despite the fact that adults and children with disabilities officially make up around 4 of the Ugandan population, according to the most recent Census , they are excluded from education, jobs, health services, the justice system, and are still woefully 1 Persons with Disabilities Act, 2020, page 38 2 Government of Uganda : National Population and Housing Census Report 2014, Kampala, Uganda Bureau of Statistics ( http://www.ubos.org ) 3 Uganda Bureau of Statistics . Uganda Functional Difficulties Survey Kampala, Uganda. 4 underrepresented in all sectors of Ugandan society. This exclusion makes them more vulnerable to insecurity and social deprivation, leading to undignified lives and deprivation of human rights.",137
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_56,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,56,"This exclusion makes them more vulnerable to insecurity and social deprivation, leading to undignified lives and deprivation of human rights. Development Pathways 2020, page Persons with disabilities in Uganda face two main challenges that relate to vulnerability and exclusion. 3 Vulnerability of persons with disabilities Persons with disabilities are generally considered as being among the most vulnerable groups of the population. The main drivers of vulnerability amongst persons with disabilities are: poverty; additional cost of living with a disability; shocks at on-set of disability and, other natural factors; disability category, multiplicity and severity; food insecurity and limited dietary uptake; social norms and expectations; abuse and violence and; ageing with a disability as explained below. 1 Disability and poverty Poverty is both a driver and effect of disability and vice versa.",130
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_57,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,57,"1 Disability and poverty Poverty is both a driver and effect of disability and vice versa. A person with poverty is more at risk of disability due to factors such as lack of healthcare, increased vulnerability to malnutrition and preventable diseases, precarious working environments and low- quality housing, with reduced access to safe drinking water and sanitation. Around half of Ugandans living in households with persons with disabilities are living in extreme poverty (less than 9 PPP) and over three-quarters are living in poverty (less than 2 PPP per person per day). Poverty in households living with persons with disabilities st ands at 31 as compared to 28 in households without a person with disabilities4. These factors are magnified by the associated discrimination and exclusion many persons with disabilities experience across the life cycle.",134
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_58,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,58,"These factors are magnified by the associated discrimination and exclusion many persons with disabilities experience across the life cycle. The drivers of poverty among persons with disabilities include: limited access to economic opportunities  with unemployment among persons with disabilities being at 1; extra cost of living with a disability that such as additional household expenses (at 39), health, rehabilitation and medical related costs and; other indirect costs of disability such loss of education and employment opportunities. 2 Disability, food security and nutrition The household survey5 found that close to 15 of households with members who had a disability had a poor dietary diversity consumption, and 55 had either a low or a medium dietary diversity score. This is 2 more than households with no members with a disability.",128
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_59,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,59,"This is 2 more than households with no members with a disability. Households with members with a disability that have younger household heads tend to have better dietary diversity than households with older household heads. This is also observed among different household structures. Less than a quarter of older persons with disabilities living alone have richer and more diverse diets. 4 When applying the national poverty lines and adult equivalence scales. 5 The Uganda Cost of Disability Survey 2020 in the Situational Analysis of persons with Disabilities in Uganda study 2020 5 3 Social norms and expectations Social norms and expectations  especially with regard to stigma and discrimination  can have a significant impact on the vulnerability (and conversely resilience) of adults and children with disabilities across the lifecycle. While discrimination on the basis of disability is outlawed in Uganda, there are still many cases of prejudice and misunderstanding within communities.",150
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_60,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,60,"While discrimination on the basis of disability is outlawed in Uganda, there are still many cases of prejudice and misunderstanding within communities. 4 Gender norms Women with disabilities tend to experience more stigma and discrimination than women without disabilities. Gender and disability therefore intersect, and women with disabilities can face double or even triple discrimination. For example, women with disabilities are at greater risk of experiencing sexual violence compared to their non- disabled counterparts. Men and women with disabilities adhere to social norms around marriage and childbirth, and women are expected to, and indeed in many cases want to, marry and have children, and many men aspire to have at least a second wife, which is supported by the state and by society.",123
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_61,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,61,"Men and women with disabilities adhere to social norms around marriage and childbirth, and women are expected to, and indeed in many cases want to, marry and have children, and many men aspire to have at least a second wife, which is supported by the state and by society. While most men and women are living as couples with children, it is not clear if these are cohabiting couples, or formal marriages, but informal cohabiting may contribute to vulnerability. Being legally recognised as the next of kin gives at least some semblance of legal protection to women when they divorce, unlike informal arrangements of living together and having children. Property inheritance, for example, can be a very contested area for women, especially if they are not formally married, or if their husband has a second (or subsequent) wife. A womans capacity for autonomy is severely restricted by gender norms.",149
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_62,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,62,"A womans capacity for autonomy is severely restricted by gender norms. While women with and without disabilities will often make financial decisions regarding the household, decisions that involve greater amounts of money are normally made by the head of the household, who is often a man. Women in female-headed households have more autonomy but may be in a vulnerable state due to less income (whilst caring for dependents) and fewer assets. 5 Abuse and violence Both men and women with disabilities are more likely to experience some form of abuse or violence across the lifecycle than people without disabilities. The qualitative research raised examples of children with disabilities who are hidden away from the community and segregated within the family. Young girls with disabilities are particularly vulnerable, as they are often the target of opportunistic men, many of whom abandon them when they become pregnant.",145
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_63,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,63,"Young girls with disabilities are particularly vulnerable, as they are often the target of opportunistic men, many of whom abandon them when they become pregnant. Sometimes these men offer little support and may even be abusive. 6 Disability across the lifecycle Ugandans face a range of risks and shocks across the lifecycle, and person with disabilities and their families may have even less ability to withstand these shocks and risks for a variety of reasons There are a range of barriers that create conditions of 6 vulnerability as well as opportunities to strengthen resilience across the lifecycle. None of these conditions are static, and persons move between these phases at different points in their life depending on a range of factors. There are approximately two million and five hundred children with disabilities in Uganda6.",134
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_64,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,64,"There are approximately two million and five hundred children with disabilities in Uganda6. At childhood, poverty, exclusion and poor-quality services hinder a childs ability to thrive and lead a full life. It is therefore extremely important that the risks and vulnerabilities that a child with a disability faces are addressed when they are young. Most impairments acquired in childhood happen after birth, for example from endemic childhood diseases such as (cerebral) malaria, as well as vaccine- preventable diseases. This may include potentially avoidable conditions, which can worsen with limited access to healthcare and/or rehabilitation.",94
FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf_chunk_65,FINAL-REVISED-NATIONAL-POLICY-ON-PWDs-2023.pdf,65,"This may include potentially avoidable conditions, which can worsen with limited access to healthcare and/or rehabilitation. The key challenges associated with childhood disability include: ridicule- as disability among babies and young children is often viewed as a curse; family breakages in accusations; stigma and discrimination; limited access to education (only 74 of children with disabilities aged between 5 and 18 years attend school) and, high cost to specialist services and limited access to health care. In Uganda, the National Youth Policy defines youth as those aged between 18 and 30 years of age. Ugandas youth face particular challenges around education, employment (unemployment among youths with disabilities stands at 53), health, relationships and family life, all of which can have adverse consequences on life chances and opportunities. It is around this age that many young people, particularly girls, begin relationships and have children.",142
